Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English,Region_class,Subregion_class
Poland,Not specified,65 and over,Persons,Heart disease,2005.0,11885.0,16.87000421,Polish,Very well or well,Southern and Eastern Europe,Eastern Europe
Poland,Not specified,65 and over,Persons,Heart disease,688.0,2827.0,24.33675274,Polish,Not well or Not at all,Southern and Eastern Europe,Eastern Europe
Slovakia,Not specified,00–44,Persons,Heart disease,13.0,2928.0,0.443989071,Slovak,Very well or well,Southern and Eastern Europe,Eastern Europe
Slovakia,Not specified,45–64,Persons,Heart disease,40.0,1221.0,3.276003276,Slovak,Very well or well,Southern and Eastern Europe,Eastern Europe
Slovakia,Not specified,65 and over,Persons,Heart disease,126.0,844.0,14.92890995,Slovak,Very well or well,Southern and Eastern Europe,Eastern Europe
Albania,Not specified,65 and over,Persons,Heart disease,105.0,792.0,13.25757576,Albanian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Albania,Not specified,65 and over,Persons,Heart disease,85.0,629.0,13.51351351,Albanian,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Romania,Not specified,00–44,Persons,Heart disease,19.0,5974.0,0.318044861,Romanian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Romania,Not specified,45–64,Persons,Heart disease,172.0,3764.0,4.569606801,Romanian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Romania,Not specified,65 and over,Persons,Heart disease,232.0,1429.0,16.23512946,Romanian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Romania,Not specified,65 and over,Persons,Heart disease,171.0,664.0,25.75301205,Romanian,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Iraq,Not specified,00–44,Persons,Heart disease,14.0,1781.0,0.786075239,Kurdish,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,45–64,Persons,Heart disease,46.0,766.0,6.005221932,Kurdish,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,65 and over,Persons,Heart disease,56.0,242.0,23.14049587,Kurdish,Not well or Not at all,North Africa and the Middle East,Middle East
Afghanistan,Not specified,00–44,Persons,Heart disease,18.0,8709.0,0.206682742,Pashto,Very well or well,Southern and Central Asia,Central Asia
Afghanistan,Not specified,45–64,Persons,Heart disease,44.0,939.0,4.685835996,Pashto,Very well or well,Southern and Central Asia,Central Asia
Afghanistan,Not specified,65 and over,Persons,Heart disease,31.0,128.0,24.21875,Pashto,Very well or well,Southern and Central Asia,Central Asia
Afghanistan,Not specified,65 and over,Persons,Heart disease,37.0,161.0,22.98136646,Pashto,Not well or Not at all,Southern and Central Asia,Central Asia
Afghanistan,Not specified,00–44,Persons,Heart disease,45.0,18859.0,0.238612864,Dari,Very well or well,Southern and Central Asia,Central Asia
Afghanistan,Not specified,45–64,Persons,Heart disease,110.0,2528.0,4.351265823,Dari,Very well or well,Southern and Central Asia,Central Asia
Afghanistan,Not specified,65 and over,Persons,Heart disease,70.0,416.0,16.82692308,Dari,Very well or well,Southern and Central Asia,Central Asia
Afghanistan,Not specified,00–44,Persons,Heart disease,18.0,3841.0,0.468627961,Dari,Not well or Not at all,Southern and Central Asia,Central Asia
Afghanistan,Not specified,45–64,Persons,Heart disease,131.0,2112.0,6.202651515,Dari,Not well or Not at all,Southern and Central Asia,Central Asia
Afghanistan,Not specified,65 and over,Persons,Heart disease,185.0,916.0,20.19650655,Dari,Not well or Not at all,Southern and Central Asia,Central Asia
Iran,Not specified,00–44,Persons,Heart disease,135.0,46067.0,0.293051425,Persian (excluding Dari),Very well or well,North Africa and the Middle East,Middle East
Iran,Not specified,00–44,Male,Heart disease,97.0,23493.0,0.412888946,Persian (excluding Dari),Very well or well,North Africa and the Middle East,Middle East
Iran,Not specified,00–44,Female,Heart disease,38.0,22574.0,0.168335253,Persian (excluding Dari),Very well or well,North Africa and the Middle East,Middle East
Iran,Not specified,45–64,Persons,Heart disease,383.0,11144.0,3.436826992,Persian (excluding Dari),Very well or well,North Africa and the Middle East,Middle East
Iran,Not specified,45–64,Male,Heart disease,273.0,6078.0,4.491609082,Persian (excluding Dari),Very well or well,North Africa and the Middle East,Middle East
Iran,Not specified,45–64,Female,Heart disease,110.0,5066.0,2.171338334,Persian (excluding Dari),Very well or well,North Africa and the Middle East,Middle East
Iran,Not specified,65 and over,Persons,Heart disease,411.0,2840.0,14.47183099,Persian (excluding Dari),Very well or well,North Africa and the Middle East,Middle East
Iran,Not specified,65 and over,Male,Heart disease,310.0,1587.0,19.53371141,Persian (excluding Dari),Very well or well,North Africa and the Middle East,Middle East
Iran,Not specified,65 and over,Female,Heart disease,101.0,1253.0,8.060654429,Persian (excluding Dari),Very well or well,North Africa and the Middle East,Middle East
Iran,Not specified,00–44,Persons,Heart disease,30.0,4916.0,0.610252238,Persian (excluding Dari),Not well or Not at all,North Africa and the Middle East,Middle East
Iran,Not specified,00–44,Male,Heart disease,15.0,2375.0,0.631578947,Persian (excluding Dari),Not well or Not at all,North Africa and the Middle East,Middle East
Iran,Not specified,00–44,Female,Heart disease,15.0,2541.0,0.590318772,Persian (excluding Dari),Not well or Not at all,North Africa and the Middle East,Middle East
Iran,Not specified,45–64,Persons,Heart disease,209.0,3093.0,6.757193663,Persian (excluding Dari),Not well or Not at all,North Africa and the Middle East,Middle East
Iran,Not specified,45–64,Male,Heart disease,132.0,1465.0,9.010238908,Persian (excluding Dari),Not well or Not at all,North Africa and the Middle East,Middle East
Iran,Not specified,45–64,Female,Heart disease,77.0,1628.0,4.72972973,Persian (excluding Dari),Not well or Not at all,North Africa and the Middle East,Middle East
Iran,Not specified,65 and over,Persons,Heart disease,389.0,2042.0,19.04995103,Persian (excluding Dari),Not well or Not at all,North Africa and the Middle East,Middle East
Iran,Not specified,65 and over,Male,Heart disease,211.0,870.0,24.25287356,Persian (excluding Dari),Not well or Not at all,North Africa and the Middle East,Middle East
Iran,Not specified,65 and over,Female,Heart disease,178.0,1172.0,15.18771331,Persian (excluding Dari),Not well or Not at all,North Africa and the Middle East,Middle East
Afghanistan,Not specified,00–44,Persons,Heart disease,29.0,8021.0,0.361550929,Hazaraghi,Not well or Not at all,Southern and Central Asia,Central Asia
Afghanistan,Not specified,45–64,Persons,Heart disease,94.0,3576.0,2.628635347,Hazaraghi,Not well or Not at all,Southern and Central Asia,Central Asia
Afghanistan,Not specified,65 and over,Persons,Heart disease,57.0,565.0,10.08849558,Hazaraghi,Not well or Not at all,Southern and Central Asia,Central Asia
Saudi Arabia,Not specified,00–44,Persons,Heart disease,829.0,213439.0,0.38840137,Arabic,Very well or well,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,00–44,Male,Heart disease,489.0,107707.0,0.454009489,Arabic,Very well or well,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,00–44,Female,Heart disease,340.0,105732.0,0.321567737,Arabic,Very well or well,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,45–64,Persons,Heart disease,2942.0,60229.0,4.884690099,Arabic,Very well or well,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,45–64,Male,Heart disease,2094.0,31720.0,6.601513241,Arabic,Very well or well,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,45–64,Female,Heart disease,848.0,28509.0,2.974499281,Arabic,Very well or well,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,65 and over,Persons,Heart disease,3963.0,22731.0,17.43434077,Arabic,Very well or well,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,65 and over,Male,Heart disease,2853.0,13073.0,21.82360591,Arabic,Very well or well,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,65 and over,Female,Heart disease,1110.0,9658.0,11.49306275,Arabic,Very well or well,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,00–44,Persons,Heart disease,202.0,22375.0,0.902793296,Arabic,Not well or Not at all,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,00–44,Male,Heart disease,108.0,10726.0,1.006899124,Arabic,Not well or Not at all,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,00–44,Female,Heart disease,94.0,11649.0,0.806936218,Arabic,Not well or Not at all,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,45–64,Persons,Heart disease,1207.0,17154.0,7.036259764,Arabic,Not well or Not at all,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,45–64,Male,Heart disease,736.0,7442.0,9.889814566,Arabic,Not well or Not at all,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,45–64,Female,Heart disease,471.0,9712.0,4.849670511,Arabic,Not well or Not at all,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,65 and over,Persons,Heart disease,2987.0,14147.0,21.11401711,Arabic,Not well or Not at all,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,65 and over,Male,Heart disease,1527.0,5930.0,25.75042159,Arabic,Not well or Not at all,North Africa and the Middle East,Middle East
Saudi Arabia,Not specified,65 and over,Female,Heart disease,1460.0,8217.0,17.76804186,Arabic,Not well or Not at all,North Africa and the Middle East,Middle East
Israel,Not specified,00–44,Persons,Heart disease,16.0,6875.0,0.232727273,Hebrew,Very well or well,North Africa and the Middle East,Middle East
Israel,Not specified,45–64,Persons,Heart disease,84.0,2767.0,3.035778822,Hebrew,Very well or well,North Africa and the Middle East,Middle East
Israel,Not specified,65 and over,Persons,Heart disease,177.0,1183.0,14.96196112,Hebrew,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,00–44,Persons,Heart disease,57.0,19679.0,0.289648864,Assyrian Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,00–44,Male,Heart disease,37.0,9782.0,0.378245758,Assyrian Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,00–44,Female,Heart disease,20.0,9897.0,0.202081439,Assyrian Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,45–64,Persons,Heart disease,245.0,5778.0,4.24022153,Assyrian Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,45–64,Male,Heart disease,188.0,3068.0,6.127770535,Assyrian Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,45–64,Female,Heart disease,57.0,2710.0,2.103321033,Assyrian Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,65 and over,Persons,Heart disease,253.0,1885.0,13.42175066,Assyrian Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,65 and over,Male,Heart disease,190.0,1085.0,17.51152074,Assyrian Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,65 and over,Female,Heart disease,63.0,800.0,7.875,Assyrian Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,00–44,Persons,Heart disease,22.0,3585.0,0.613668061,Assyrian Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,00–44,Male,Heart disease,11.0,1759.0,0.625355316,Assyrian Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,00–44,Female,Heart disease,11.0,1826.0,0.602409639,Assyrian Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,45–64,Persons,Heart disease,286.0,3595.0,7.955493741,Assyrian Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,45–64,Male,Heart disease,175.0,1600.0,10.9375,Assyrian Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,45–64,Female,Heart disease,111.0,1995.0,5.563909774,Assyrian Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,65 and over,Persons,Heart disease,572.0,2716.0,21.06038292,Assyrian Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,65 and over,Male,Heart disease,258.0,1014.0,25.44378698,Assyrian Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,65 and over,Female,Heart disease,314.0,1702.0,18.44888367,Assyrian Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,00–44,Persons,Heart disease,32.0,12237.0,0.261502002,Chaldean Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,45–64,Persons,Heart disease,90.0,2247.0,4.005340454,Chaldean Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,65 and over,Persons,Heart disease,44.0,312.0,14.1025641,Chaldean Neo-Aramaic,Very well or well,North Africa and the Middle East,Middle East
Iraq,Not specified,00–44,Persons,Heart disease,20.0,2547.0,0.785237534,Chaldean Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,45–64,Persons,Heart disease,151.0,2244.0,6.729055258,Chaldean Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Iraq,Not specified,65 and over,Persons,Heart disease,277.0,1324.0,20.92145015,Chaldean Neo-Aramaic,Not well or Not at all,North Africa and the Middle East,Middle East
Turkey,Not specified,00–44,Persons,Heart disease,132.0,33601.0,0.392845451,Turkish,Very well or well,North Africa and the Middle East,Middle East
Turkey,Not specified,45–64,Persons,Heart disease,702.0,13363.0,5.253311382,Turkish,Very well or well,North Africa and the Middle East,Middle East
Turkey,Not specified,65 and over,Persons,Heart disease,575.0,3539.0,16.24752755,Turkish,Very well or well,North Africa and the Middle East,Middle East
Turkey,Not specified,00–44,Persons,Heart disease,12.0,3268.0,0.367197062,Turkish,Not well or Not at all,North Africa and the Middle East,Middle East
Turkey,Not specified,45–64,Persons,Heart disease,255.0,3944.0,6.465517241,Turkish,Not well or Not at all,North Africa and the Middle East,Middle East
Turkey,Not specified,65 and over,Persons,Heart disease,1000.0,4636.0,21.57031924,Turkish,Not well or Not at all,North Africa and the Middle East,Middle East
Armenia,Not specified,00–44,Persons,Heart disease,13.0,4727.0,0.275015866,Armenian,Very well or well,Southern and Central Asia,Central Asia
Armenia,Not specified,45–64,Persons,Heart disease,92.0,2650.0,3.471698113,Armenian,Very well or well,Southern and Central Asia,Central Asia
Armenia,Not specified,65 and over,Persons,Heart disease,322.0,2017.0,15.96430342,Armenian,Very well or well,Southern and Central Asia,Central Asia
Armenia,Not specified,65 and over,Persons,Heart disease,128.0,691.0,18.52387844,Armenian,Not well or Not at all,Southern and Central Asia,Central Asia
"Southern Asia, nfd",Not specified,65 and over,Persons,Heart disease,104.0,594.0,17.50841751,"Southern Asian Languages, nfd",Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Persons,Heart disease,32.0,11229.0,0.2849764,Kannada,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Persons,Heart disease,69.0,2227.0,3.098338572,Kannada,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Heart disease,40.0,333.0,12.01201201,Kannada,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,00–44,Persons,Heart disease,164.0,59449.0,0.275866709,Malayalam,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,45–64,Persons,Heart disease,305.0,11416.0,2.671688858,Malayalam,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Heart disease,194.0,1099.0,17.65241128,Malayalam,Very well or well,Southern and Central Asia,Southern Asia
India,Not specified,65 and over,Persons,Heart disease,55.0,649.0,8.474576271,Malayalam,Not well or Not at all,Southern and Central Asia,Southern Asia
