Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English,Region_class,Subregion_class
Canada,More than 10 years,00–44,Persons,Heart disease,48.0,11710.0,0.40990606319385,French,Not specified,Americas,Northern America
Canada,More than 10 years,45–64,Persons,Heart disease,420.0,13885.0,3.024846957148,French,Not specified,Americas,Northern America
Canada,More than 10 years,65 and over,Persons,Heart disease,904.0,6423.0,14.0744200529347,French,Not specified,Americas,Northern America
United States of America,0–10 years,00–44,Persons,Heart disease,72.0,32692.0,0.22023736693992,American Languages,Not specified,Americas,Northern America
United States of America,0–10 years,00–44,Male,Heart disease,42.0,14583.0,0.28800658300761,American Languages,Not specified,Americas,Northern America
United States of America,0–10 years,00–44,Female,Heart disease,30.0,18109.0,0.16566348224639,American Languages,Not specified,Americas,Northern America
United States of America,0–10 years,45–64,Persons,Heart disease,121.0,4459.0,2.71361291769455,American Languages,Not specified,Americas,Northern America
United States of America,0–10 years,45–64,Male,Heart disease,87.0,2489.0,3.49537967055042,American Languages,Not specified,Americas,Northern America
United States of America,0–10 years,45–64,Female,Heart disease,34.0,1970.0,1.72588832487309,American Languages,Not specified,Americas,Northern America
United States of America,0–10 years,65 and over,Persons,Heart disease,87.0,845.0,10.2958579881656,American Languages,Not specified,Americas,Northern America
United States of America,0–10 years,65 and over,Male,Heart disease,68.0,470.0,14.4680851063829,American Languages,Not specified,Americas,Northern America
United States of America,0–10 years,65 and over,Female,Heart disease,19.0,375.0,5.06666666666666,American Languages,Not specified,Americas,Northern America
United States of America,More than 10 years,00–44,Persons,Heart disease,98.0,23910.0,0.40987034713509,American Languages,Not specified,Americas,Northern America
United States of America,More than 10 years,00–44,Male,Heart disease,62.0,11368.0,0.54539057002111,American Languages,Not specified,Americas,Northern America
United States of America,More than 10 years,00–44,Female,Heart disease,36.0,12542.0,0.28703556051666,American Languages,Not specified,Americas,Northern America
United States of America,More than 10 years,45–64,Persons,Heart disease,766.0,21051.0,3.63878200560543,American Languages,Not specified,Americas,Northern America
United States of America,More than 10 years,45–64,Male,Heart disease,527.0,10449.0,5.04354483682649,American Languages,Not specified,Americas,Northern America
United States of America,More than 10 years,45–64,Female,Heart disease,239.0,10602.0,2.25429164308621,American Languages,Not specified,Americas,Northern America
United States of America,More than 10 years,65 and over,Persons,Heart disease,1964.0,13965.0,14.06373075546,American Languages,Not specified,Americas,Northern America
United States of America,More than 10 years,65 and over,Male,Heart disease,1320.0,7010.0,18.830242510699,American Languages,Not specified,Americas,Northern America
United States of America,More than 10 years,65 and over,Female,Heart disease,644.0,6955.0,9.25952552120776,American Languages,Not specified,Americas,Northern America
Argentina,More than 10 years,65 and over,Persons,Heart disease,444.0,3532.0,12.5707814269535,Spanish,Not specified,Americas,South America
Brazil,0–10 years,00–44,Persons,Heart disease,63.0,30873.0,0.20406180157419,Portuguese,Not specified,Americas,South America
Brazil,0–10 years,45–64,Persons,Heart disease,17.0,1582.0,1.07458912768647,Portuguese,Not specified,Americas,South America
Brazil,0–10 years,65 and over,Persons,Heart disease,13.0,195.0,6.66666666666666,Portuguese,Not specified,Americas,South America
Brazil,More than 10 years,00–44,Persons,Heart disease,29.0,7751.0,0.37414527157786,Portuguese,Not specified,Americas,South America
Brazil,More than 10 years,45–64,Persons,Heart disease,71.0,4037.0,1.75873173148377,Portuguese,Not specified,Americas,South America
Brazil,More than 10 years,65 and over,Persons,Heart disease,98.0,860.0,11.3953488372093,Portuguese,Not specified,Americas,South America
Chile,More than 10 years,00–44,Persons,Heart disease,24.0,4443.0,0.54017555705604,Spanish,Not specified,Americas,South America
Chile,More than 10 years,45–64,Persons,Heart disease,267.0,9802.0,2.72393389104264,Spanish,Not specified,Americas,South America
Chile,More than 10 years,65 and over,Persons,Heart disease,871.0,7725.0,11.2750809061488,Spanish,Not specified,Americas,South America
Colombia,0–10 years,65 and over,Persons,Heart disease,11.0,214.0,5.14018691588785,Spanish,Not specified,Americas,South America
Colombia,More than 10 years,00–44,Persons,Heart disease,14.0,5770.0,0.24263431542461,Spanish,Not specified,Americas,South America
Colombia,More than 10 years,45–64,Persons,Heart disease,48.0,3078.0,1.55945419103313,Spanish,Not specified,Americas,South America
Colombia,More than 10 years,65 and over,Persons,Heart disease,102.0,962.0,10.6029106029106,Spanish,Not specified,Americas,South America
Guyana,More than 10 years,65 and over,Persons,Heart disease,31.0,225.0,13.7777777777777,"Creole, nfd",Not specified,Americas,South America
Peru,More than 10 years,65 and over,Persons,Heart disease,150.0,1793.0,8.36586726157278,Spanish,Not specified,Americas,South America
Uruguay,More than 10 years,65 and over,Persons,Heart disease,569.0,3706.0,15.353480841878,Spanish,Not specified,Americas,South America
Venezuela,More than 10 years,65 and over,Persons,Heart disease,23.0,222.0,10.3603603603603,Spanish,Not specified,Americas,South America
El Salvador,More than 10 years,00–44,Persons,Heart disease,22.0,3378.0,0.65127294256956,Spanish,Not specified,Americas,Central America
El Salvador,More than 10 years,45–64,Persons,Heart disease,146.0,3667.0,3.9814562312517,Spanish,Not specified,Americas,Central America
El Salvador,More than 10 years,65 and over,Persons,Heart disease,254.0,2061.0,12.3241145075206,Spanish,Not specified,Americas,Central America
Mexico,More than 10 years,65 and over,Persons,Heart disease,21.0,236.0,8.89830508474576,Spanish,Not specified,Americas,Central America
Nicaragua,More than 10 years,65 and over,Persons,Heart disease,20.0,155.0,12.9032258064516,Spanish,Not specified,Americas,Central America
Cuba,More than 10 years,65 and over,Persons,Heart disease,17.0,125.0,13.6,Spanish,Not specified,Americas,Caribbean
Jamaica,More than 10 years,65 and over,Persons,Heart disease,40.0,264.0,15.1515151515151,"Creole, nfd",Not specified,Americas,Caribbean
Trinidad and Tobago,More than 10 years,65 and over,Persons,Heart disease,78.0,506.0,15.4150197628458,"Creole, nfd",Not specified,Americas,Caribbean
"Congo, Democratic Republic of",More than 10 years,65 and over,Persons,Heart disease,18.0,143.0,12.5874125874125,Lingala,Not specified,Sub-Saharan Africa,Central and West Africa
Ghana,More than 10 years,00–44,Persons,Heart disease,10.0,1602.0,0.62421972534332,Akan,Not specified,Sub-Saharan Africa,Central and West Africa
Ghana,More than 10 years,45–64,Persons,Heart disease,40.0,1332.0,3.003003003003,Akan,Not specified,Sub-Saharan Africa,Central and West Africa
Ghana,More than 10 years,65 and over,Persons,Heart disease,35.0,380.0,9.21052631578947,Akan,Not specified,Sub-Saharan Africa,Central and West Africa
Nigeria,More than 10 years,65 and over,Persons,Heart disease,23.0,251.0,9.16334661354581,Yoruba,Not specified,Sub-Saharan Africa,Central and West Africa
Sierra Leone,More than 10 years,65 and over,Persons,Heart disease,14.0,126.0,11.1111111111111,Krio,Not specified,Sub-Saharan Africa,Central and West Africa
Eritrea,More than 10 years,65 and over,Persons,Heart disease,29.0,353.0,8.21529745042493,Tigre,Not specified,Sub-Saharan Africa,Southern and East Africa
Ethiopia,More than 10 years,00–44,Persons,Heart disease,15.0,3704.0,0.40496760259179,Oromo,Not specified,Sub-Saharan Africa,Southern and East Africa
Ethiopia,More than 10 years,45–64,Persons,Heart disease,60.0,3637.0,1.6497113005224,Oromo,Not specified,Sub-Saharan Africa,Southern and East Africa
Ethiopia,More than 10 years,65 and over,Persons,Heart disease,40.0,382.0,10.4712041884816,Oromo,Not specified,Sub-Saharan Africa,Southern and East Africa
Kenya,0–10 years,65 and over,Persons,Heart disease,16.0,143.0,11.1888111888111,Kikuyu,Not specified,Sub-Saharan Africa,Southern and East Africa
Kenya,More than 10 years,00–44,Persons,Heart disease,18.0,5909.0,0.30462007107801,Kikuyu,Not specified,Sub-Saharan Africa,Southern and East Africa
Kenya,More than 10 years,45–64,Persons,Heart disease,123.0,4038.0,3.04606240713224,Kikuyu,Not specified,Sub-Saharan Africa,Southern and East Africa
Kenya,More than 10 years,65 and over,Persons,Heart disease,352.0,2250.0,15.6444444444444,Kikuyu,Not specified,Sub-Saharan Africa,Southern and East Africa
Malawi,More than 10 years,65 and over,Persons,Heart disease,18.0,154.0,11.6883116883116,Nyanja (Chichewa),Not specified,Sub-Saharan Africa,Southern and East Africa
Mauritius,0–10 years,65 and over,Persons,Heart disease,22.0,180.0,12.2222222222222,Mauritian Creole,Not specified,Sub-Saharan Africa,Southern and East Africa
Mauritius,More than 10 years,00–44,Persons,Heart disease,22.0,6956.0,0.31627372052903,Mauritian Creole,Not specified,Sub-Saharan Africa,Southern and East Africa
Mauritius,More than 10 years,45–64,Persons,Heart disease,357.0,7291.0,4.89644767521602,Mauritian Creole,Not specified,Sub-Saharan Africa,Southern and East Africa
Mauritius,More than 10 years,65 and over,Persons,Heart disease,856.0,6337.0,13.5079690705381,Mauritian Creole,Not specified,Sub-Saharan Africa,Southern and East Africa
Mozambique,More than 10 years,65 and over,Persons,Heart disease,19.0,152.0,12.5,Portuguese,Not specified,Sub-Saharan Africa,Southern and East Africa
Namibia,More than 10 years,65 and over,Persons,Heart disease,18.0,133.0,13.5338345864661,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
Seychelles,More than 10 years,65 and over,Persons,Heart disease,130.0,938.0,13.8592750533049,Seychelles Creole,Not specified,Sub-Saharan Africa,Southern and East Africa
Somalia,More than 10 years,00–44,Persons,Heart disease,12.0,2699.0,0.44460911448684,Somali,Not specified,Sub-Saharan Africa,Southern and East Africa
Somalia,More than 10 years,45–64,Persons,Heart disease,25.0,1950.0,1.28205128205128,Somali,Not specified,Sub-Saharan Africa,Southern and East Africa
Somalia,More than 10 years,65 and over,Persons,Heart disease,26.0,340.0,7.64705882352941,Somali,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,0–10 years,00–44,Persons,Heart disease,107.0,38593.0,0.2772523514627,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,0–10 years,00–44,Male,Heart disease,56.0,19055.0,0.29388611912883,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,0–10 years,00–44,Female,Heart disease,51.0,19538.0,0.26102978810523,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,0–10 years,45–64,Persons,Heart disease,267.0,11607.0,2.30033600413543,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,0–10 years,45–64,Male,Heart disease,196.0,6110.0,3.20785597381342,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,0–10 years,45–64,Female,Heart disease,71.0,5497.0,1.29161360742223,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,0–10 years,65 and over,Persons,Heart disease,346.0,2907.0,11.9023047815617,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,0–10 years,65 and over,Male,Heart disease,183.0,1155.0,15.8441558441558,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,0–10 years,65 and over,Female,Heart disease,163.0,1752.0,9.30365296803653,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,More than 10 years,00–44,Persons,Heart disease,223.0,51764.0,0.43080132910903,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,More than 10 years,00–44,Male,Heart disease,131.0,25682.0,0.5100848843548,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,More than 10 years,00–44,Female,Heart disease,92.0,26082.0,0.35273368606701,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,More than 10 years,45–64,Persons,Heart disease,1901.0,53664.0,3.54241204531902,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,More than 10 years,45–64,Male,Heart disease,1395.0,26111.0,5.342575925855,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,More than 10 years,45–64,Female,Heart disease,506.0,27553.0,1.83646063949479,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,More than 10 years,65 and over,Persons,Heart disease,3588.0,24000.0,14.95,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
South Africa,More than 10 years,65 and over,Male,Heart disease,2329.0,11612.0,20.0568377540475,Afrikaans,Not specified,Sub-Saharan Africa,Southern and East Africa
