,Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English
19300,"Central Asia, nfd",Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Very well or well
19301,"Central Asia, nfd",Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Very well or well
19302,"Central Asia, nfd",Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Very well or well
19303,"Central Asia, nfd",Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Very well or well
19304,"Central Asia, nfd",Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Very well or well
19305,"Central Asia, nfd",Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Not well or Not at all
19306,"Central Asia, nfd",Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Not well or Not at all
19307,"Central Asia, nfd",Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Not well or Not at all
19308,"Central Asia, nfd",Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Not well or Not at all
19309,"Central Asia, nfd",Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Not well or Not at all
19310,"Central Asia, nfd",Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Not well or Not at all
19311,"Central Asia, nfd",Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Not well or Not at all
19312,"Central Asia, nfd",Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Not well or Not at all
19313,"Central Asia, nfd",Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,"Other Southwest and Central Asian Languages, n",Not well or Not at all
19314,"Southern Asia, nfd",Not specified,00–44,Persons,Diabetes,30.0,2587.0,1.159644376,"Southern Asian Languages, nfd",Very well or well
19315,"Southern Asia, nfd",Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Very well or well
19316,"Southern Asia, nfd",Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Very well or well
19317,"Southern Asia, nfd",Not specified,45–64,Persons,Diabetes,143.0,907.0,15.7662624,"Southern Asian Languages, nfd",Very well or well
19318,"Southern Asia, nfd",Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Very well or well
19319,"Southern Asia, nfd",Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Very well or well
19320,"Southern Asia, nfd",Not specified,65 and over,Persons,Diabetes,189.0,594.0,31.81818182,"Southern Asian Languages, nfd",Very well or well
19321,"Southern Asia, nfd",Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Very well or well
19322,"Southern Asia, nfd",Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Very well or well
19323,"Southern Asia, nfd",Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Not well or Not at all
19324,"Southern Asia, nfd",Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Not well or Not at all
19325,"Southern Asia, nfd",Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Not well or Not at all
19326,"Southern Asia, nfd",Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Not well or Not at all
19327,"Southern Asia, nfd",Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Not well or Not at all
19328,"Southern Asia, nfd",Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Not well or Not at all
19329,"Southern Asia, nfd",Not specified,65 and over,Persons,Diabetes,29.0,114.0,25.43859649,"Southern Asian Languages, nfd",Not well or Not at all
19330,"Southern Asia, nfd",Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Not well or Not at all
19331,"Southern Asia, nfd",Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,"Southern Asian Languages, nfd",Not well or Not at all
19332,India,Not specified,00–44,Persons,Diabetes,263.0,11229.0,2.342149791,Kannada,Very well or well
19333,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Kannada,Very well or well
19334,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Kannada,Very well or well
19335,India,Not specified,45–64,Persons,Diabetes,361.0,2227.0,16.21014818,Kannada,Very well or well
19336,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Kannada,Very well or well
19337,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Kannada,Very well or well
19338,India,Not specified,65 and over,Persons,Diabetes,109.0,333.0,32.73273273,Kannada,Very well or well
19339,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Kannada,Very well or well
19340,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Kannada,Very well or well
19341,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Kannada,Not well or Not at all
19342,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Kannada,Not well or Not at all
19343,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Kannada,Not well or Not at all
19344,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Kannada,Not well or Not at all
19345,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Kannada,Not well or Not at all
19346,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Kannada,Not well or Not at all
19347,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Kannada,Not well or Not at all
19348,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Kannada,Not well or Not at all
19349,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Kannada,Not well or Not at all
19350,India,Not specified,00–44,Persons,Diabetes,1117.0,59449.0,1.878921428,Malayalam,Very well or well
19351,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Malayalam,Very well or well
19352,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Malayalam,Very well or well
19353,India,Not specified,45–64,Persons,Diabetes,1833.0,11416.0,16.05641205,Malayalam,Very well or well
19354,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Malayalam,Very well or well
19355,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Malayalam,Very well or well
19356,India,Not specified,65 and over,Persons,Diabetes,425.0,1099.0,38.67151956,Malayalam,Very well or well
19357,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Malayalam,Very well or well
19358,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Malayalam,Very well or well
19359,India,Not specified,00–44,Persons,Diabetes,13.0,2977.0,0.436681223,Malayalam,Not well or Not at all
19360,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Malayalam,Not well or Not at all
19361,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Malayalam,Not well or Not at all
19362,India,Not specified,45–64,Persons,Diabetes,192.0,741.0,25.91093117,Malayalam,Not well or Not at all
19363,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Malayalam,Not well or Not at all
19364,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Malayalam,Not well or Not at all
19365,India,Not specified,65 and over,Persons,Diabetes,249.0,649.0,38.36671803,Malayalam,Not well or Not at all
19366,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Malayalam,Not well or Not at all
19367,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Malayalam,Not well or Not at all
19368,India,Not specified,00–44,Persons,Diabetes,1385.0,61813.0,2.240628994,Tamil,Very well or well
19369,India,Not specified,00–44,Male,Diabetes,833.0,31406.0,2.652359422,Tamil,Very well or well
19370,India,Not specified,00–44,Female,Diabetes,552.0,30407.0,1.815371461,Tamil,Very well or well
19371,India,Not specified,45–64,Persons,Diabetes,3364.0,17522.0,19.19872161,Tamil,Very well or well
19372,India,Not specified,45–64,Male,Diabetes,2113.0,9627.0,21.94868599,Tamil,Very well or well
19373,India,Not specified,45–64,Female,Diabetes,1251.0,7895.0,15.84547182,Tamil,Very well or well
19374,India,Not specified,65 and over,Persons,Diabetes,2598.0,6863.0,37.85516538,Tamil,Very well or well
19375,India,Not specified,65 and over,Male,Diabetes,1614.0,3780.0,42.6984127,Tamil,Very well or well
19376,India,Not specified,65 and over,Female,Diabetes,984.0,3083.0,31.916964,Tamil,Very well or well
19377,India,Not specified,00–44,Persons,Diabetes,71.0,3533.0,2.009623549,Tamil,Not well or Not at all
19378,India,Not specified,00–44,Male,Diabetes,29.0,1834.0,1.581243184,Tamil,Not well or Not at all
19379,India,Not specified,00–44,Female,Diabetes,42.0,1699.0,2.472042378,Tamil,Not well or Not at all
19380,India,Not specified,45–64,Persons,Diabetes,366.0,1424.0,25.70224719,Tamil,Not well or Not at all
19381,India,Not specified,45–64,Male,Diabetes,130.0,577.0,22.53032929,Tamil,Not well or Not at all
19382,India,Not specified,45–64,Female,Diabetes,236.0,847.0,27.86304604,Tamil,Not well or Not at all
19383,India,Not specified,65 and over,Persons,Diabetes,503.0,1227.0,40.99429503,Tamil,Not well or Not at all
19384,India,Not specified,65 and over,Male,Diabetes,109.0,279.0,39.06810036,Tamil,Not well or Not at all
19385,India,Not specified,65 and over,Female,Diabetes,394.0,948.0,41.56118143,Tamil,Not well or Not at all
19386,India,Not specified,00–44,Persons,Diabetes,1147.0,49674.0,2.309055039,Telugu,Very well or well
19387,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Telugu,Very well or well
19388,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Telugu,Very well or well
19389,India,Not specified,45–64,Persons,Diabetes,891.0,5088.0,17.51179245,Telugu,Very well or well
19390,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Telugu,Very well or well
19391,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Telugu,Very well or well
19392,India,Not specified,65 and over,Persons,Diabetes,230.0,592.0,38.85135135,Telugu,Very well or well
19393,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Telugu,Very well or well
19394,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Telugu,Very well or well
19395,India,Not specified,00–44,Persons,Diabetes,14.0,1854.0,0.755124056,Telugu,Not well or Not at all
19396,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Telugu,Not well or Not at all
19397,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Telugu,Not well or Not at all
19398,India,Not specified,45–64,Persons,Diabetes,103.0,382.0,26.96335079,Telugu,Not well or Not at all
19399,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Telugu,Not well or Not at all
19400,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Telugu,Not well or Not at all
19401,India,Not specified,65 and over,Persons,Diabetes,96.0,229.0,41.92139738,Telugu,Not well or Not at all
19402,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Telugu,Not well or Not at all
19403,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Telugu,Not well or Not at all
19404,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Tulu,Very well or well
19405,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Tulu,Very well or well
19406,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Tulu,Very well or well
19407,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Tulu,Very well or well
19408,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Tulu,Very well or well
19409,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Tulu,Very well or well
19410,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Tulu,Very well or well
19411,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Tulu,Very well or well
19412,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Tulu,Very well or well
19413,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Tulu,Not well or Not at all
19414,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Tulu,Not well or Not at all
19415,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Tulu,Not well or Not at all
19416,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Tulu,Not well or Not at all
19417,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Tulu,Not well or Not at all
19418,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Tulu,Not well or Not at all
19419,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Tulu,Not well or Not at all
19420,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Tulu,Not well or Not at all
19421,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Tulu,Not well or Not at all
19422,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Very well or well
19423,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Very well or well
19424,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Very well or well
19425,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Very well or well
19426,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Very well or well
19427,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Very well or well
19428,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Very well or well
19429,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Very well or well
19430,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Very well or well
19431,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Not well or Not at all
19432,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Not well or Not at all
19433,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Not well or Not at all
19434,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Not well or Not at all
19435,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Not well or Not at all
19436,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Not well or Not at all
19437,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Not well or Not at all
19438,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Not well or Not at all
19439,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,"Dravidian, nec",Not well or Not at all
19440,"Southern Asia, nfd",Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Very well or well
19441,"Southern Asia, nfd",Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Very well or well
19442,"Southern Asia, nfd",Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Very well or well
19443,"Southern Asia, nfd",Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Very well or well
19444,"Southern Asia, nfd",Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Very well or well
19445,"Southern Asia, nfd",Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Very well or well
19446,"Southern Asia, nfd",Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Very well or well
19447,"Southern Asia, nfd",Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Very well or well
19448,"Southern Asia, nfd",Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Very well or well
19449,"Southern Asia, nfd",Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Not well or Not at all
19450,"Southern Asia, nfd",Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Not well or Not at all
19451,"Southern Asia, nfd",Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Not well or Not at all
19452,"Southern Asia, nfd",Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Not well or Not at all
19453,"Southern Asia, nfd",Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Not well or Not at all
19454,"Southern Asia, nfd",Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Not well or Not at all
19455,"Southern Asia, nfd",Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Not well or Not at all
19456,"Southern Asia, nfd",Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Not well or Not at all
19457,"Southern Asia, nfd",Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nfd",Not well or Not at all
19458,Bangladesh,Not specified,00–44,Persons,Diabetes,1654.0,51642.0,3.202819411,Bengali,Very well or well
19459,Bangladesh,Not specified,00–44,Male,Diabetes,969.0,26409.0,3.669203681,Bengali,Very well or well
19460,Bangladesh,Not specified,00–44,Female,Diabetes,685.0,25233.0,2.714699005,Bengali,Very well or well
19461,Bangladesh,Not specified,45–64,Persons,Diabetes,2139.0,10398.0,20.5712637,Bengali,Very well or well
19462,Bangladesh,Not specified,45–64,Male,Diabetes,1447.0,6411.0,22.57058181,Bengali,Very well or well
19463,Bangladesh,Not specified,45–64,Female,Diabetes,692.0,3987.0,17.35640833,Bengali,Very well or well
19464,Bangladesh,Not specified,65 and over,Persons,Diabetes,720.0,1730.0,41.61849711,Bengali,Very well or well
19465,Bangladesh,Not specified,65 and over,Male,Diabetes,526.0,1194.0,44.05360134,Bengali,Very well or well
19466,Bangladesh,Not specified,65 and over,Female,Diabetes,194.0,536.0,36.19402985,Bengali,Very well or well
19467,Bangladesh,Not specified,00–44,Persons,Diabetes,87.0,3029.0,2.872235061,Bengali,Not well or Not at all
19468,Bangladesh,Not specified,00–44,Male,Diabetes,12.0,1244.0,0.964630225,Bengali,Not well or Not at all
19469,Bangladesh,Not specified,00–44,Female,Diabetes,75.0,1785.0,4.201680672,Bengali,Not well or Not at all
19470,Bangladesh,Not specified,45–64,Persons,Diabetes,281.0,866.0,32.44803695,Bengali,Not well or Not at all
19471,Bangladesh,Not specified,45–64,Male,Diabetes,48.0,184.0,26.08695652,Bengali,Not well or Not at all
19472,Bangladesh,Not specified,45–64,Female,Diabetes,233.0,682.0,34.16422287,Bengali,Not well or Not at all
19473,Bangladesh,Not specified,65 and over,Persons,Diabetes,245.0,550.0,44.54545455,Bengali,Not well or Not at all
19474,Bangladesh,Not specified,65 and over,Male,Diabetes,69.0,154.0,44.80519481,Bengali,Not well or Not at all
19475,Bangladesh,Not specified,65 and over,Female,Diabetes,176.0,396.0,44.44444444,Bengali,Not well or Not at all
19476,India,Not specified,00–44,Persons,Diabetes,1096.0,64724.0,1.693344045,Gujarati,Very well or well
19477,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Gujarati,Very well or well
19478,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Gujarati,Very well or well
19479,India,Not specified,45–64,Persons,Diabetes,836.0,6921.0,12.07917931,Gujarati,Very well or well
19480,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Gujarati,Very well or well
19481,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Gujarati,Very well or well
19482,India,Not specified,65 and over,Persons,Diabetes,499.0,1851.0,26.95840086,Gujarati,Very well or well
19483,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Gujarati,Very well or well
19484,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Gujarati,Very well or well
19485,India,Not specified,00–44,Persons,Diabetes,20.0,3193.0,0.626370185,Gujarati,Not well or Not at all
19486,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Gujarati,Not well or Not at all
19487,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Gujarati,Not well or Not at all
19488,India,Not specified,45–64,Persons,Diabetes,168.0,1287.0,13.05361305,Gujarati,Not well or Not at all
19489,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Gujarati,Not well or Not at all
19490,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Gujarati,Not well or Not at all
19491,India,Not specified,65 and over,Persons,Diabetes,330.0,1277.0,25.84181676,Gujarati,Not well or Not at all
19492,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Gujarati,Not well or Not at all
19493,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Gujarati,Not well or Not at all
19494,India,Not specified,00–44,Persons,Diabetes,3049.0,143595.0,2.123332985,Hindi,Very well or well
19495,India,Not specified,00–44,Male,Diabetes,1932.0,74452.0,2.594960511,Hindi,Very well or well
19496,India,Not specified,00–44,Female,Diabetes,1117.0,69143.0,1.61549253,Hindi,Very well or well
19497,India,Not specified,45–64,Persons,Diabetes,5228.0,31632.0,16.52756702,Hindi,Very well or well
19498,India,Not specified,45–64,Male,Diabetes,3110.0,16405.0,18.95763487,Hindi,Very well or well
19499,India,Not specified,45–64,Female,Diabetes,2118.0,15227.0,13.90950286,Hindi,Very well or well
19500,India,Not specified,65 and over,Persons,Diabetes,2957.0,8756.0,33.77112837,Hindi,Very well or well
19501,India,Not specified,65 and over,Male,Diabetes,1701.0,4568.0,37.23730298,Hindi,Very well or well
19502,India,Not specified,65 and over,Female,Diabetes,1256.0,4188.0,29.9904489,Hindi,Very well or well
19503,India,Not specified,00–44,Persons,Diabetes,49.0,4275.0,1.14619883,Hindi,Not well or Not at all
19504,India,Not specified,00–44,Male,Diabetes,14.0,2013.0,0.695479384,Hindi,Not well or Not at all
19505,India,Not specified,00–44,Female,Diabetes,35.0,2262.0,1.547303271,Hindi,Not well or Not at all
19506,India,Not specified,45–64,Persons,Diabetes,312.0,1322.0,23.60060514,Hindi,Not well or Not at all
19507,India,Not specified,45–64,Male,Diabetes,67.0,316.0,21.20253165,Hindi,Not well or Not at all
19508,India,Not specified,45–64,Female,Diabetes,245.0,1006.0,24.35387674,Hindi,Not well or Not at all
19509,India,Not specified,65 and over,Persons,Diabetes,849.0,2387.0,35.56765815,Hindi,Not well or Not at all
19510,India,Not specified,65 and over,Male,Diabetes,210.0,583.0,36.02058319,Hindi,Not well or Not at all
19511,India,Not specified,65 and over,Female,Diabetes,639.0,1804.0,35.42128603,Hindi,Not well or Not at all
19512,India,Not specified,00–44,Persons,Diabetes,53.0,2397.0,2.211097205,Konkani,Very well or well
19513,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Konkani,Very well or well
19514,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Konkani,Very well or well
19515,India,Not specified,45–64,Persons,Diabetes,114.0,788.0,14.46700508,Konkani,Very well or well
19516,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Konkani,Very well or well
19517,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Konkani,Very well or well
19518,India,Not specified,65 and over,Persons,Diabetes,86.0,246.0,34.95934959,Konkani,Very well or well
19519,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Konkani,Very well or well
19520,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Konkani,Very well or well
19521,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Konkani,Not well or Not at all
19522,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Konkani,Not well or Not at all
19523,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Konkani,Not well or Not at all
19524,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Konkani,Not well or Not at all
19525,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Konkani,Not well or Not at all
19526,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Konkani,Not well or Not at all
19527,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Konkani,Not well or Not at all
19528,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Konkani,Not well or Not at all
19529,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Konkani,Not well or Not at all
19530,India,Not specified,00–44,Persons,Diabetes,378.0,16946.0,2.230614894,Marathi,Very well or well
19531,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Marathi,Very well or well
19532,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Marathi,Very well or well
19533,India,Not specified,45–64,Persons,Diabetes,505.0,3435.0,14.70160116,Marathi,Very well or well
19534,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Marathi,Very well or well
19535,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Marathi,Very well or well
19536,India,Not specified,65 and over,Persons,Diabetes,164.0,562.0,29.18149466,Marathi,Very well or well
19537,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Marathi,Very well or well
19538,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Marathi,Very well or well
19539,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Marathi,Not well or Not at all
19540,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Marathi,Not well or Not at all
19541,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Marathi,Not well or Not at all
19542,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Marathi,Not well or Not at all
19543,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Marathi,Not well or Not at all
19544,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Marathi,Not well or Not at all
19545,India,Not specified,65 and over,Persons,Diabetes,54.0,179.0,30.16759777,Marathi,Not well or Not at all
19546,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Marathi,Not well or Not at all
19547,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Marathi,Not well or Not at all
19548,Nepal,Not specified,00–44,Persons,Diabetes,792.0,116465.0,0.680032628,Nepali,Very well or well
19549,Nepal,Not specified,00–44,Male,Diabetes,475.0,62867.0,0.755563332,Nepali,Very well or well
19550,Nepal,Not specified,00–44,Female,Diabetes,317.0,53598.0,0.591439979,Nepali,Very well or well
19551,Nepal,Not specified,45–64,Persons,Diabetes,336.0,3998.0,8.404202101,Nepali,Very well or well
19552,Nepal,Not specified,45–64,Male,Diabetes,268.0,2839.0,9.439943642,Nepali,Very well or well
19553,Nepal,Not specified,45–64,Female,Diabetes,68.0,1159.0,5.867126833,Nepali,Very well or well
19554,Nepal,Not specified,65 and over,Persons,Diabetes,59.0,252.0,23.41269841,Nepali,Very well or well
19555,Nepal,Not specified,65 and over,Male,Diabetes,48.0,186.0,25.80645161,Nepali,Very well or well
